Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Observed Attendance,Marital Status,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1164,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1165,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1166,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1167,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1169,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1170,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1172,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1174,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1175,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1177,Male,chennai,Chennai,Chennai,Vellore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 1178,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.1.16 ,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1179,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30/01/16,Standard Chartered Bank,BFSI,chennai,Routine,"Java,spring,hibernate",Scheduled Walk In,Candidate 1182,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java, XML, Struts, hibernate",Scheduled Walk In,Candidate 1186,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java, XML, Struts, hibernate",Scheduled Walk In,Candidate 1187,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.1.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1188,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
30.1.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java Developer,Scheduled Walk In,Candidate 1190,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.1.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java Developer,Scheduled Walk In,Candidate 1192,Female,Chennai,Chennai,Chennai,Chitoor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE,Scheduled Walk In,Candidate 1195,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
30.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE,Scheduled Walk In,Candidate 1196,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE,Scheduled Walk In,Candidate 1197,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.1.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1198,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.1.16,Standard Chartered Bank,BFSI,chennai ,Routine,Java ,Scheduled Walk In,Candidate 1200,Male,chennai ,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.1.16,Standard Chartered Bank,BFSI,chennai ,Routine,Java ,Scheduled Walk In,Candidate 1201,Male,chennai ,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.1.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1204,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.1.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java ,Scheduled Walk In,Candidate 1205,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java ,Scheduled Walk In,Candidate 1206,Female,Chennai,Chennai,Chennai,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java ,Scheduled Walk In,Candidate 1209,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java ,Scheduled Walk In,Candidate 1210,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java ,Scheduled Walk In,Candidate 1211,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
30.01.16,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1212,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
30-1-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1215,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
30.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java,Scheduled Walk In,Candidate 1216,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Biosimiliars,Scheduled ,Candidate 1218,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,RA Publishing,Scheduled ,Candidate 1219,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,RA Publishing,Scheduled ,Candidate 1220,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,RA Publishing,Scheduled ,Candidate 1221,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,EMEA,Scheduled ,Candidate 1223,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,EMEA,Scheduled ,Candidate 1224,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Biosimiliars,Scheduled ,Candidate 1225,Male,Chennai,Chennai,Chennai,Warangal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,LCM -Manager,Scheduled ,Candidate 1226,Male,Chennai,Chennai,Chennai,Warangal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Licensing – RA,Scheduled ,Candidate 1227,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Licensing – RA,Scheduled ,Candidate 1228,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,generic drugs – RA,Scheduled ,Candidate 1229,Male,Chennai,Chennai,Chennai,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
07.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Biosimiliars,Scheduled ,Candidate 1230,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,Biosimiliars,Scheduled ,Candidate 1231,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.05.2016,Pfizer,Pharmaceuticals,Chennai,Niche,generic drugs – RA,Scheduled ,Candidate 1232,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 107,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes ,Married,,,,,
13.02.2015,Aon Hewitt,IT Services,Gurgaon,Selenium testing,Routine,Scheduled Walkin,Candidate 10,Female,Gurgaon,Gurgaon,Gurgaon,Delhi /NCR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
19.06.2015,UST,IT Services,Bangalore,Dot Net,Routine,Scheduled Walkin,Candidate 20,Male,Bangalore,Bangalore,Bangalore,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
23.06.2015,Standard Chartered Bank,BFSI,Chennai,AML,Routine,Scheduled Walkin,Candidate 30,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 40,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 50,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 60,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 70,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 80,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 90,Male,Chennai,Chennai,Chennai,Chennai,Yet to confirm,Yes,Yes,Yes,Yes,No,Need To Check,,Married,,,,,
25.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 100,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 110,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 120,Female,Chennai,Chennai,Chennai,Trivandrum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 130,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 140,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 150,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 160,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 170,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 180,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 190,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 200,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 210,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 220,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 230,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 240,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,Candidate 250,Female,Bangalore,Bangalore,Bangalore,Panjim,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,Candidate 260,Female,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,Candidate 271,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,Candidate 280,Male,Bangalore,Bangalore,Bangalore,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Married,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,Candidate 290,Female,Bangalore,Bangalore,Bangalore,Belgaum,No,NA,NA,NA,NA,NA,NA,,Married,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,Candidate 300,Male,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,Candidate 310,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,Candidate 321,Female,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk In,Candidate 332,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk In,Candidate 347,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Candidate 356,Female,Hyderabad,Chennai,Hyderabad,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,generic drugs – RA,Scheduled ,Candidate 368,Female,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,No,Yes,Yes,Yes,,Single,,,,,
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Candidate 383,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Married,,,,,
21-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 398,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
18-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 412,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 427,Female,Chennai,Chennai,Chennai,Ahmedabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
11.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Senior Analyst,Scheduled ,Candidate 436,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
7.5.16,Pfizer,Pharmaceuticals,Hyderabad,Routine,Regulatory,Scheduled ,Candidate 451,Male,Hyderabad,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 466,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 478,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,,Married,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 493,Male,Chennai,Chennai,Chennai,Pondicherry,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
28.8.2016 & 12.00 PM,Pfizer,Pharmaceuticals,Bangalore,Niche,Biosimillar,Scheduled Walkin,Candidate 508,Male,Bangalore,Chennai,Bangalore,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
28.8.2016 & 02.00 PM,Pfizer,Pharmaceuticals,Bangalore,Niche,Global Labelling,Scheduled Walkin,Candidate 523,Male,Bangalore,Chennai,Bangalore,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 538,Male,Chennai,Chennai,Chennai,Tuticorin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 553,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 571,Male,Chennai,Chennai,Chennai,Chennai,No,NA,Na,na,na,na,na,,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 583,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 598,Male,Chennai,Chennai,Chennai,Trichy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 613,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 631,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 646,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 661,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 676,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 691,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 706,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 721,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 736,Male,Chennai,Chennai,Chennai,Vellore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 751,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 766,Male,Chennai,Chennai,Chennai,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Single,,,,,
21.4.16,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 781,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
21.4.15,Standard Chartered Bank,BFSI,Chennai,Routine,Java JSF,Scheduled Walk In,Candidate 796,Male,Chennai,Chennai,Chennai,Nagercoil,NA,NA,NA,NA,NA,NA,NA,,Married,,,,,
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 814,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Married,,,,,
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 829,Male,Chennai,Chennai,Chennai,Allahabad,NA,NA,NA,NA,NA,NA,NA,,Single,,,,,
